age,attrition,business_travel,daily_rate,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,salary,remote_work
33,Yes,travel_rarely,290.03550973654063,1,4,other,133,4,M,3,1, research scientist ,4,single,2342.59,6090.75,1,Unknown,13,3.0,3,Part Time,0,10.0,2,2.0,10,7,8,28111.13,N
33,No,Unknown,1032.4872861766066,7,3,medical,134,3,M,3,3, research director ,3,married,8339.32,21682.23,0,no,11,3.0,4,Unknown,0,Unknown,3,4.0,13,3,7,100071.84,Y
53,No,travel_rarely,1582.7713464696226,23,4,Unknown,135,4,F,3,4, research director ,4,Unknown,12783.92,33238.2,6,no,18,3.0,3,Full Time,0,33.0,0,3.0,12,3,8,153407.07,Y
49,No,travel_rarely,763.8015873015873,8,2,other,136,1,F,3,3, laboratory technician ,2,married,6169.17,16039.83,4,Unknown,11,3.0,3,Part Time,1,29.0,3,2.0,26,1,7,74030.0,N
35,No,Unknown,1032.4872861766066,21,4,Unknown,137,21,M,3,3, sales executive ,4,Unknown,8339.32,21682.23,6,Unknown,13,3.0,2,Part Time,1,Unknown,2,3.0,10,0,8,100071.84,N
38,No,travel_rarely,910.3095238095236,17,1,life sciences,138,3,F,2,3, healthcare representative ,3,married,7352.5,19116.5,0,Unknown,18,3.0,1,Part Time,1,20.0,4,2.0,19,1,9,88230.0,N
46,No,Unknown,1582.7713464696226,3,1,marketing,139,1,M,3,4, manager ,3,married,12783.92,33238.2,3,no,12,3.0,4,Full Time,1,Unknown,3,3.0,12,4,9,153407.07,N
36,No,non_travel,556.2566609977324,18,4,Unknown,140,1,M,3,2, manufacturing director ,4,single,4492.84,11681.39,2,Unknown,20,4.0,1,Part Time,0,18.0,0,3.0,11,0,9,53914.11,N
42,Yes,travel_frequently,1582.7713464696226,15,3,life sciences,141,15,M,3,4, sales executive ,1,single,12783.92,33238.2,0,Unknown,12,3.0,2,Full Time,0,Unknown,2,2.0,21,13,14,153407.07,Y
34,No,travel_frequently,556.2566609977324,1,3,Unknown,142,4,M,2,2, healthcare representative ,1,single,4492.84,11681.39,0,no,20,4.0,3,Unknown,0,14.0,3,3.0,13,4,9,53914.08,Y
30,No,travel_rarely,369.2619047619048,1,3,medical,143,4,M,3,1, research scientist ,2,Unknown,2982.5,7754.5,0,yes,21,4.0,1,Unknown,1,12.0,2,3.0,11,5,7,35790.0,Y
54,No,travel_rarely,1834.3412698412696,3,3,life sciences,144,4,M,3,4, research director ,4,married,14815.83,38521.17,3,no,14,3.0,1,Full Time,0,36.0,2,3.0,10,0,9,177790.0,Y
31,No,travel_rarely,556.2566609977324,24,3,medical,145,3,F,2,2, healthcare representative ,1,single,4492.84,11681.39,1,no,19,3.0,2,Part Time,0,10.0,2,3.0,10,1,8,53914.11,N
44,No,Unknown,1879.119047619048,5,3,Unknown,146,2,M,3,5, manager ,2,married,15177.5,39461.5,7,no,11,3.0,3,Full Time,1,26.0,5,3.0,22,3,10,182130.0,Y
55,No,non_travel,1400.8015873015877,8,1,Unknown,147,4,M,2,4, healthcare representative ,2,divorced,11314.17,29416.83,1,yes,15,3.0,4,Full Time,1,Unknown,3,3.0,33,15,0,135770.0,N
44,No,travel_rarely,1979.920634920635,4,2,life sciences,148,3,M,4,5, manager ,1,divorced,15991.67,41578.33,1,no,14,3.0,4,Full Time,2,Unknown,4,2.0,25,14,13,191900.0,N
34,No,travel_frequently,556.2566609977324,11,3,life sciences,149,3,M,2,2, human resources ,2,Unknown,4492.84,11681.39,4,no,11,3.0,4,Unknown,2,14.0,5,4.0,10,1,8,53914.08,Y
39,No,Unknown,1766.65873015873,13,4,Unknown,150,3,F,2,4, manager ,2,divorced,14269.17,37099.83,6,yes,13,3.0,4,Full Time,2,Unknown,4,3.0,19,15,2,171230.0,N
55,No,travel_rarely,1979.6111111111115,2,2,medical,151,4,F,1,5, manager ,3,Unknown,15989.17,41571.83,4,Unknown,14,3.0,4,Full Time,1,23.0,5,3.0,19,9,11,191870.0,Y
51,No,Unknown,1582.7713464696226,5,3,life sciences,152,3,M,3,4, manager ,2,Unknown,12783.92,33238.2,1,Unknown,11,3.0,2,Full Time,1,Unknown,2,3.0,33,0,10,153407.07,Y
58,Yes,Unknown,1032.571428571429,14,4,medical,153,14,F,2,3, manufacturing director ,1,married,8340.0,21684.0,7,Unknown,14,3.0,4,Unknown,0,Unknown,0,2.0,10,5,9,100080.0,Y
48,No,Unknown,1032.4872861766066,4,3,life sciences,154,4,M,3,3, manufacturing director ,4,single,8339.32,21682.23,1,no,11,3.0,3,Part Time,0,11.0,2,3.0,10,0,8,100071.84,Y
29,No,travel_rarely,824.1587301587302,17,3,Unknown,155,2,M,2,3, human resources ,1,single,6656.67,17307.33,1,Unknown,13,3.0,1,Part Time,0,Unknown,3,2.0,10,0,9,79880.0,N
34,No,Unknown,556.2566609977324,3,3,other,156,4,M,1,2, sales executive ,1,single,4492.84,11681.39,3,no,18,3.0,4,Part Time,0,15.0,2,3.0,13,3,12,53914.11,Y
42,No,travel_frequently,290.03550973654063,9,2,Unknown,157,1,F,3,1, laboratory technician ,4,Unknown,2342.59,6090.75,1,Unknown,13,3.0,3,Unknown,0,12.0,3,3.0,12,5,8,28111.08,Y
57,No,travel_rarely,556.2566609977324,1,2,life sciences,158,2,M,4,2, research scientist ,3,married,4492.84,11681.39,0,no,24,4.0,1,Part Time,1,13.0,2,2.0,12,2,8,53914.11,Y
34,Yes,travel_rarely,556.2566609977324,24,4,Unknown,159,1,F,2,2, sales executive ,2,single,4492.84,11681.39,0,yes,23,4.0,3,Part Time,0,16.0,2,4.0,15,10,10,53914.11,N
54,No,travel_frequently,1582.7713464696226,11,4,medical,160,2,F,3,4, manager ,4,Unknown,12783.92,33238.2,3,no,20,3.0,1,Unknown,1,26.0,2,3.0,14,1,12,153407.04,Y
34,No,travel_rarely,730.7857142857142,1,3,Unknown,161,4,M,2,3, sales executive ,3,Unknown,5902.5,15346.5,1,Unknown,14,3.0,4,Part Time,0,Unknown,3,3.0,10,8,6,70830.0,N
29,No,Unknown,487.2936507936508,3,1,medical,162,2,M,3,1, laboratory technician ,1,single,3935.83,10233.17,1,Unknown,18,3.0,4,Unknown,0,Unknown,3,Unknown,10,1,5,47229.96,Y
35,No,travel_rarely,351.51587301587307,28,3,life sciences,163,2,M,4,2, laboratory technician ,3,Unknown,2839.17,7381.83,1,Unknown,17,3.0,4,Part Time,2,Unknown,3,2.0,10,6,8,34070.0,Y
35,Yes,Unknown,556.2566609977324,12,4,other,164,4,M,3,2, sales executive ,4,Unknown,4492.84,11681.39,3,Unknown,24,4.0,1,Part Time,0,13.0,2,4.0,11,6,7,53914.11,Y
34,No,travel_rarely,302.1984126984127,19,3,life sciences,165,2,F,2,1, research scientist ,4,married,2440.83,6346.17,1,no,12,3.0,2,Full Time,0,10.0,3,3.0,10,8,7,29290.0,Y
43,No,Unknown,556.2566609977324,2,3,Unknown,166,4,M,3,2, sales executive ,4,Unknown,4492.84,11681.39,1,yes,17,3.0,1,Part Time,1,10.0,3,3.0,10,8,8,53914.11,N
58,No,non_travel,1582.7713464696226,2,3,medical,167,2,M,3,4, manager ,2,divorced,12783.92,33238.2,4,no,22,4.0,4,Full Time,1,37.0,0,2.0,16,14,14,153407.07,Y
36,No,travel_rarely,556.2566609977324,14,4,Unknown,168,14,F,2,2, sales executive ,3,married,4492.84,11681.39,1,yes,13,3.0,1,Part Time,1,10.0,4,3.0,10,1,7,53914.11,N
43,No,travel_rarely,1032.4872861766066,11,3,life sciences,169,1,M,3,3, healthcare representative ,3,married,8339.32,21682.23,1,Unknown,17,3.0,2,Part Time,1,10.0,1,3.0,10,0,9,100071.84,Y
55,No,Unknown,1973.9841269841268,26,4,human resources,170,3,M,4,5, manager ,2,married,15943.72,41453.67,4,yes,18,3.0,1,Full Time,1,35.0,0,3.0,10,1,4,191324.62,Y
42,No,Unknown,556.2566609977324,23,2,Unknown,171,4,M,2,2, research scientist ,3,single,4492.84,11681.39,1,Unknown,12,3.0,4,Unknown,0,20.0,2,3.0,20,3,7,53914.11,Y
40,No,Unknown,556.2566609977324,11,3,technical degree,172,4,F,3,2, laboratory technician ,3,married,4492.84,11681.39,1,Unknown,11,3.0,1,Unknown,1,10.0,2,4.0,10,9,4,53914.08,Y
56,Yes,Unknown,290.03550973654063,7,2,technical degree,173,4,M,3,1, laboratory technician ,3,married,2342.59,6090.75,8,no,11,3.0,4,Part Time,1,14.0,4,1.0,10,9,8,28111.13,Y
39,No,travel_rarely,1241.2936507936508,33,1,marketing,174,33,F,2,4, sales executive ,4,Unknown,10025.83,26067.17,0,Unknown,11,3.0,1,Full Time,1,Unknown,2,2.0,20,9,6,120310.0,Y
53,No,travel_rarely,1591.6746031746031,2,4,life sciences,175,1,F,2,4, manager ,4,married,12855.83,33425.17,2,no,16,3.0,3,Full Time,0,Unknown,3,3.0,25,3,7,154270.0,Y
27,No,travel_frequently,1032.4872861766066,8,3,Unknown,176,4,M,3,3, sales executive ,3,single,8339.32,21682.23,1,no,15,3.0,4,Unknown,0,9.0,0,3.0,9,1,7,100071.84,N
30,No,travel_frequently,556.2566609977324,1,2,Unknown,177,3,F,3,2, laboratory technician ,4,Unknown,4492.84,11681.39,1,Unknown,23,4.0,4,Part Time,0,12.0,2,Unknown,12,3,7,53914.11,Y
35,No,Unknown,1032.4872861766066,18,5,life sciences,178,2,M,3,3, sales executive ,1,married,8339.32,21682.23,1,Unknown,22,4.0,4,Unknown,1,9.0,3,2.0,9,1,8,100071.84,Y
32,No,travel_rarely,635.7619047619048,1,3,medical,179,1,M,3,2, manufacturing director ,4,married,5135.0,13351.0,1,yes,22,4.0,2,Unknown,1,9.0,3,3.0,9,7,8,61620.0,Y
30,No,travel_rarely,528.8730158730159,1,1,life sciences,180,4,M,2,2, laboratory technician ,4,married,4271.67,11106.33,1,Unknown,12,3.0,3,Part Time,2,Unknown,1,Unknown,10,3,0,51260.0,N
46,Yes,Unknown,992.436507936508,9,2,medical,181,3,M,2,3, sales executive ,4,Unknown,8015.83,20841.17,1,no,16,3.0,4,Part Time,0,9.0,3,3.0,9,4,7,96190.0,N
30,No,travel_rarely,556.2566609977324,4,2,Unknown,182,3,F,2,2, sales executive ,2,Unknown,4492.84,11681.39,1,yes,12,3.0,2,Part Time,3,11.0,4,2.0,11,2,7,53914.11,N
32,No,Unknown,516.9047619047619,6,4,Unknown,183,2,M,3,2, sales executive ,3,single,4175.0,10855.0,1,no,16,3.0,1,Unknown,0,12.0,0,3.0,11,5,7,50100.0,Y
35,No,travel_rarely,1032.4872861766066,37,5,marketing,184,3,M,3,3, sales executive ,2,married,8339.32,21682.23,1,Unknown,13,3.0,1,Part Time,2,Unknown,3,3.0,10,0,6,100071.84,N
32,No,Unknown,1032.4872861766066,8,3,marketing,185,2,F,3,3, sales executive ,4,single,8339.32,21682.23,1,Unknown,14,3.0,4,Part Time,0,9.0,2,3.0,9,3,7,100071.84,Y
41,No,travel_rarely,290.03550973654063,34,3,life sciences,186,1,M,3,1, research scientist ,3,divorced,2342.59,6090.75,4,no,12,3.0,1,Part Time,1,Unknown,2,3.0,9,1,8,28111.13,Y
40,No,travel_rarely,1963.7222222222224,4,1,medical,187,4,F,3,5, manager ,3,Unknown,15860.83,41238.17,1,no,14,3.0,2,Full Time,1,21.0,2,3.0,20,9,9,190330.0,N
45,No,Unknown,1582.7713464696226,2,2,Unknown,188,1,M,2,4, manager ,4,married,12783.92,33238.2,9,no,23,4.0,4,Unknown,1,22.0,1,3.0,20,11,8,153407.04,Y
32,Yes,travel_rarely,1073.015873015873,4,4,Unknown,189,4,M,1,3, sales executive ,4,married,8666.67,22533.33,1,no,11,3.0,3,Full Time,0,14.0,2,2.0,14,9,8,104000.0,N
30,No,non_travel,1032.4872861766066,1,1,life sciences,190,3,M,2,3, manufacturing director ,3,Unknown,8339.32,21682.23,1,no,22,4.0,3,Part Time,0,Unknown,2,3.0,11,5,8,100071.84,Y
37,No,Unknown,1032.4872861766066,11,3,Unknown,191,2,M,3,3, research director ,4,Unknown,8339.32,21682.23,1,Unknown,14,3.0,3,Part Time,3,Unknown,1,3.0,10,0,7,100071.84,Y
37,No,Unknown,288.1666666666667,4,4,Unknown,192,1,M,3,1, sales representative ,4,divorced,2327.5,6051.5,4,no,17,3.0,3,Unknown,1,13.0,2,3.0,9,5,8,27930.0,N
40,No,Unknown,556.2566609977324,24,2,technical degree,193,1,M,3,2, research scientist ,4,Unknown,4492.84,11681.39,1,no,17,3.0,1,Unknown,2,Unknown,3,3.0,9,4,7,53914.08,N
36,No,non_travel,585.4126984126984,24,4,Unknown,194,2,F,3,2, laboratory technician ,2,married,4728.33,12293.67,7,Unknown,15,3.0,3,Full Time,1,11.0,3,3.0,9,0,8,56740.0,Y
32,No,travel_rarely,556.2566609977324,7,3,life sciences,195,4,M,2,2, sales executive ,3,married,4492.84,11681.39,1,Unknown,14,3.0,3,Part Time,1,13.0,3,2.0,13,4,8,53914.11,Y
38,No,Unknown,1032.4872861766066,25,2,life sciences,196,1,F,2,3, research director ,2,Unknown,8339.32,21682.23,3,Unknown,17,3.0,3,Part Time,1,Unknown,2,3.0,10,0,1,100071.84,Y
30,No,travel_rarely,556.2566609977324,28,2,Unknown,197,4,F,3,2, research scientist ,4,married,4492.84,11681.39,1,no,13,3.0,4,Part Time,2,11.0,2,3.0,10,1,9,53914.11,Y
39,No,Unknown,1980.642857142857,1,1,Unknown,198,2,M,3,5, manager ,3,Unknown,15997.5,41593.5,1,Unknown,14,3.0,3,Full Time,1,21.0,3,3.0,21,1,6,191970.0,Y
60,No,Unknown,1973.9841269841268,7,3,life sciences,199,1,F,3,5, manager ,1,Unknown,15943.72,41453.67,5,no,11,3.0,4,Full Time,0,33.0,5,1.0,29,11,10,191324.62,Y
30,No,Unknown,867.9047619047619,22,4,other,200,3,F,3,3, sales executive ,1,Unknown,7010.0,18226.0,0,Unknown,11,3.0,3,Part Time,0,10.0,3,3.0,9,7,8,84120.0,Y
31,No,travel_rarely,1032.4872861766066,9,1,Unknown,201,3,M,3,3, manufacturing director ,2,divorced,8339.32,21682.23,1,no,25,4.0,4,Part Time,1,Unknown,6,4.0,13,0,8,100071.84,Y
33,Yes,Unknown,345.42857142857144,3,3,life sciences,202,1,M,3,1, research scientist ,1,single,2790.0,7254.0,1,yes,11,3.0,1,Full Time,0,Unknown,3,3.0,10,9,7,33480.0,N
50,No,Unknown,290.03550973654063,28,1,medical,203,4,M,4,1, laboratory technician ,3,married,2342.59,6090.75,1,yes,11,3.0,3,Unknown,3,20.0,3,3.0,20,3,8,28111.08,Y
32,No,Unknown,547.7539682539682,24,4,life sciences,204,1,M,3,2, laboratory technician ,4,Unknown,4424.17,11502.83,1,no,15,3.0,4,Part Time,2,10.0,2,3.0,10,4,7,53090.0,Y
42,No,Unknown,556.2566609977324,29,3,Unknown,205,2,M,3,2, manufacturing director ,2,Unknown,4492.84,11681.39,1,Unknown,13,3.0,4,Unknown,1,10.0,3,2.0,9,7,8,53914.08,Y
49,Yes,Unknown,789.6984126984128,11,3,marketing,206,3,F,3,3, sales executive ,4,married,6378.33,16583.67,1,no,18,3.0,1,Part Time,2,Unknown,3,4.0,9,7,7,76540.0,N
27,No,Unknown,1321.4603174603176,5,1,Unknown,207,3,M,2,3, research director ,4,divorced,10673.33,27750.67,1,Unknown,16,3.0,2,Full Time,1,Unknown,3,3.0,9,0,8,128080.0,Y
33,No,travel_rarely,556.2566609977324,1,3,medical,208,1,M,4,2, sales executive ,1,divorced,4492.84,11681.39,1,Unknown,22,3.0,1,Part Time,1,9.0,5,3.0,9,0,8,53914.11,Y
52,No,Unknown,1582.7713464696226,26,4,Unknown,209,3,F,2,4, manufacturing director ,4,married,12783.92,33238.2,3,no,22,4.0,3,Full Time,0,31.0,3,3.0,9,0,0,153407.07,N
32,No,Unknown,556.2566609977324,5,2,life sciences,210,2,M,3,2, sales executive ,2,Unknown,4492.84,11681.39,1,no,14,3.0,4,Part Time,1,10.0,3,3.0,10,5,3,53914.11,Y
36,No,Unknown,679.5079365079365,14,1,life sciences,211,3,M,3,2, healthcare representative ,4,Unknown,5488.33,14269.67,0,Unknown,17,3.0,1,Full Time,1,Unknown,2,2.0,16,4,11,65860.0,N
31,No,non_travel,556.2566609977324,20,2,Unknown,212,4,F,3,2, sales executive ,3,Unknown,4492.84,11681.39,1,Unknown,13,3.0,4,Unknown,1,Unknown,2,2.0,9,0,0,53914.11,N
36,No,travel_rarely,259.8968253968254,2,4,medical,213,3,M,3,1, laboratory technician ,3,single,2099.17,5457.83,4,no,21,4.0,3,Part Time,0,Unknown,6,3.0,11,3,9,25190.0,Y
52,No,Unknown,1764.1825396825398,1,2,life sciences,214,4,M,3,4, manager ,4,married,14249.17,37047.83,2,Unknown,15,3.0,2,Full Time,1,26.0,2,Unknown,9,7,8,170990.0,Y
33,No,non_travel,1582.7713464696226,17,3,Unknown,215,4,M,3,4, manager ,3,single,12783.92,33238.2,1,Unknown,11,3.0,4,Full Time,0,10.0,2,3.0,10,6,0,153407.07,N
45,No,non_travel,556.2566609977324,23,2,life sciences,216,4,M,3,2, laboratory technician ,1,Unknown,4492.84,11681.39,1,yes,15,3.0,3,Part Time,1,9.0,2,3.0,9,0,8,53914.11,Y
36,No,travel_rarely,1032.4872861766066,12,5,Unknown,217,4,F,2,3, manufacturing director ,4,Unknown,8339.32,21682.23,0,Unknown,11,3.0,2,Part Time,0,15.0,2,2.0,14,7,8,100071.84,Y
49,No,Unknown,1353.6507936507935,8,4,Unknown,218,4,M,2,4, sales executive ,2,Unknown,10933.33,28426.67,6,Unknown,17,3.0,2,Full Time,1,22.0,3,3.0,9,2,3,131200.0,N
29,Yes,Unknown,1032.4872861766066,23,1,Unknown,219,4,F,2,3, sales executive ,1,Unknown,8339.32,21682.23,1,Unknown,13,3.0,1,Part Time,1,11.0,3,1.0,11,3,10,100071.84,Y
29,No,Unknown,323.03968253968253,6,1,Unknown,220,2,F,3,1, laboratory technician ,4,married,2609.17,6783.83,1,Unknown,13,3.0,1,Unknown,1,Unknown,5,3.0,10,0,8,31310.04,N
37,No,Unknown,556.2566609977324,1,3,life sciences,221,4,F,2,2, manufacturing director ,4,married,4492.84,11681.39,1,Unknown,13,3.0,2,Part Time,1,14.0,2,2.0,14,3,11,53914.11,Y
33,No,travel_rarely,1032.4872861766066,10,5,Unknown,222,4,M,4,3, sales executive ,3,Unknown,8339.32,21682.23,0,Unknown,14,3.0,4,Part Time,2,Unknown,3,3.0,9,0,8,100071.84,Y
34,No,travel_frequently,458.50793650793656,19,3,medical,223,3,F,3,2, laboratory technician ,2,divorced,3703.33,9628.67,4,no,13,3.0,3,Part Time,2,15.0,2,4.0,11,5,10,44440.0,Y
28,No,non_travel,688.5873015873016,1,3,Unknown,224,3,F,1,2, laboratory technician ,4,married,5561.67,14460.33,0,no,11,3.0,1,Unknown,3,10.0,6,3.0,9,7,5,66740.04,Y
31,No,non_travel,1016.4761904761906,2,4,Unknown,225,4,F,3,3, sales executive ,3,Unknown,8210.0,21346.0,1,yes,19,3.0,1,Part Time,1,10.0,5,2.0,10,9,6,98520.0,Y
42,No,non_travel,1842.801587301588,2,1,life sciences,226,3,M,3,4, manager ,3,Unknown,14884.17,38698.83,0,yes,13,3.0,4,Full Time,0,21.0,3,2.0,20,2,10,178610.0,N
40,No,travel_rarely,556.2566609977324,2,3,life sciences,227,3,M,3,2, research scientist ,4,single,4492.84,11681.39,1,Unknown,13,3.0,3,Part Time,0,9.0,4,3.0,9,8,8,53914.11,Y
34,No,Unknown,556.2566609977324,15,2,medical,228,3,F,3,2, sales executive ,1,single,4492.84,11681.39,1,Unknown,12,3.0,4,Unknown,0,Unknown,6,4.0,10,9,6,53914.08,Y
58,No,travel_rarely,1973.9841269841268,1,3,Unknown,229,4,F,3,5, research director ,1,Unknown,15943.72,41453.67,3,Unknown,21,4.0,3,Full Time,1,Unknown,3,3.0,9,1,5,191324.62,N
31,Yes,travel_frequently,768.2380952380953,1,5,Unknown,230,3,F,4,3, manufacturing director ,2,Unknown,6205.0,16133.0,1,Unknown,11,3.0,1,Unknown,0,Unknown,2,3.0,10,4,7,74460.0,Y
40,No,non_travel,1419.373015873016,8,1,Unknown,231,4,M,2,3, research director ,2,Unknown,11464.17,29806.83,2,no,11,3.0,3,Full Time,1,16.0,5,3.0,9,4,8,137570.0,Y
53,No,Unknown,1712.4920634920634,2,3,medical,232,4,M,4,4, research director ,2,single,13831.67,35962.33,4,no,12,3.0,2,Full Time,0,35.0,2,2.0,9,8,8,165980.0,Y
34,No,Unknown,1582.7713464696226,15,3,Unknown,233,2,M,3,4, research director ,1,Unknown,12783.92,33238.2,7,Unknown,14,3.0,4,Full Time,2,16.0,3,2.0,14,6,9,153407.07,Y
35,No,travel_rarely,1032.4872861766066,16,3,life sciences,234,4,F,2,3, healthcare representative ,2,single,8339.32,21682.23,1,no,19,3.0,4,Unknown,0,Unknown,3,1.0,11,3,3,100071.84,Y
37,No,Unknown,442.1031746031746,13,3,Unknown,235,1,M,3,2, research scientist ,4,married,3570.83,9284.17,1,Unknown,17,3.0,1,Part Time,0,Unknown,2,3.0,10,3,7,42850.0,Y
42,No,travel_frequently,1044.5396825396826,2,3,Unknown,236,4,M,3,3, healthcare representative ,4,Unknown,8436.67,21935.33,2,yes,14,3.0,3,Full Time,1,24.0,3,1.0,20,13,9,101240.0,Y
45,No,Unknown,1032.4872861766066,1,4,Unknown,237,1,M,3,3, healthcare representative ,2,divorced,8339.32,21682.23,1,Unknown,12,3.0,1,Part Time,3,Unknown,4,3.0,10,7,7,100071.84,Y
30,Yes,travel_rarely,1002.2380952380952,1,3,Unknown,238,2,M,2,2, sales executive ,1,married,8095.0,21047.0,1,no,11,3.0,4,Full Time,1,Unknown,4,3.0,10,6,7,97140.0,Y
38,No,travel_rarely,1023.904761904762,14,3,life sciences,239,3,M,3,2, sales executive ,2,married,8270.0,21502.0,0,Unknown,11,3.0,4,Full Time,1,10.0,3,3.0,9,7,7,99240.0,Y
50,No,Unknown,1160.1984126984128,20,5,medical,240,2,M,3,4, healthcare representative ,3,Unknown,9370.83,24364.17,2,Unknown,15,3.0,3,Full Time,1,32.0,3,3.0,30,12,13,112450.0,N
39,No,travel_rarely,316.6428571428572,3,2,Unknown,241,3,M,2,2, laboratory technician ,3,Unknown,2557.5,6649.5,0,Unknown,15,3.0,4,Unknown,1,Unknown,3,Unknown,10,0,7,30690.0,Y
34,No,travel_rarely,556.2566609977324,3,3,Unknown,242,4,F,3,2, research scientist ,2,Unknown,4492.84,11681.39,1,no,12,3.0,3,Part Time,1,11.0,2,3.0,11,7,9,53914.11,Y
54,No,travel_rarely,1582.7713464696226,22,5,Unknown,243,2,F,3,4, manager ,3,Unknown,12783.92,33238.2,3,Unknown,25,4.0,3,Full Time,1,36.0,6,3.0,10,4,7,153407.07,Y
41,No,travel_rarely,953.436507936508,6,3,marketing,244,4,M,3,3, sales executive ,3,Unknown,7700.83,20022.17,1,no,12,3.0,2,Part Time,0,Unknown,3,3.0,10,8,7,92410.0,N
39,No,Unknown,667.7460317460317,1,3,life sciences,245,4,M,3,2, laboratory technician ,4,married,5393.33,14022.67,1,Unknown,15,3.0,4,Full Time,1,Unknown,2,3.0,9,5,8,64720.0,Y
40,No,travel_rarely,1973.9841269841268,7,4,Unknown,246,2,M,3,5, manager ,2,Unknown,15943.72,41453.67,1,no,14,3.0,2,Full Time,0,Unknown,3,2.0,21,12,8,191324.62,N
33,No,Unknown,315.1984126984127,4,3,technical degree,247,4,M,3,2, research scientist ,2,Unknown,2545.83,6619.17,5,no,15,3.0,4,Part Time,2,11.0,2,2.0,9,1,7,30550.0,Y
36,No,Unknown,858.5158730158731,10,3,life sciences,248,4,M,3,3, healthcare representative ,1,Unknown,6934.17,18028.83,7,Unknown,13,3.0,4,Part Time,1,15.0,1,3.0,12,5,7,83210.0,N
33,No,Unknown,324.2777777777778,8,4,life sciences,249,4,M,4,1, research scientist ,1,married,2619.17,6809.83,6,no,19,3.0,2,Full Time,1,14.0,1,3.0,10,7,6,31430.0,Y
34,No,travel_rarely,556.2566609977324,8,2,Unknown,250,2,M,4,2, sales executive ,3,Unknown,4492.84,11681.39,1,no,21,4.0,3,Unknown,2,10.0,5,3.0,10,4,8,53914.08,N
29,No,travel_frequently,290.03550973654063,46,1,medical,251,4,M,3,1, laboratory technician ,4,married,2342.59,6090.75,1,no,13,3.0,2,Part Time,0,Unknown,3,4.0,11,3,10,28111.13,N
46,No,travel_rarely,885.0317460317461,2,2,life sciences,252,4,M,3,3, manufacturing director ,4,divorced,7148.33,18585.67,3,Unknown,14,3.0,3,Part Time,1,12.0,4,2.0,9,4,7,85780.0,Y
27,No,travel_rarely,556.2566609977324,23,1,medical,253,2,F,2,2, sales representative ,3,married,4492.84,11681.39,1,no,21,4.0,4,Part Time,1,Unknown,5,3.0,9,5,8,53914.11,N
31,No,Unknown,433.0238095238095,36,3,life sciences,254,2,M,3,2, laboratory technician ,3,divorced,3497.5,9093.5,1,no,11,3.0,1,Unknown,1,10.0,2,3.0,10,0,2,41970.0,N
45,No,travel_rarely,556.2566609977324,25,2,life sciences,255,2,F,2,2, manufacturing director ,4,Unknown,4492.84,11681.39,0,no,13,3.0,4,Unknown,2,10.0,2,2.0,9,3,8,53914.08,Y
34,No,travel_rarely,1020.1904761904764,1,3,marketing,256,1,M,3,3, sales executive ,4,Unknown,8240.0,21424.0,1,no,21,4.0,1,Part Time,0,14.0,3,2.0,14,2,1,98880.0,N
31,No,Unknown,556.2566609977324,1,3,life sciences,257,4,M,1,2, research scientist ,1,married,4492.84,11681.39,1,Unknown,21,3.0,2,Part Time,0,10.0,6,3.0,10,8,7,53914.11,Y
35,No,Unknown,556.2566609977324,7,4,Unknown,258,3,F,3,2, sales executive ,4,Unknown,4492.84,11681.39,1,yes,11,3.0,4,Part Time,0,10.0,2,3.0,10,0,9,53914.11,N
39,No,travel_rarely,1376.452380952381,15,4,marketing,259,2,M,3,4, sales executive ,1,single,11117.5,28905.5,0,no,12,3.0,1,Full Time,0,21.0,3,3.0,20,11,10,133410.0,N
40,No,travel_rarely,585.7222222222222,2,2,marketing,260,2,F,3,2, sales executive ,2,married,4730.83,12300.17,3,no,14,3.0,3,Unknown,1,Unknown,4,3.0,11,5,10,56769.96,Y
30,No,travel_rarely,290.03550973654063,1,2,medical,261,4,M,3,1, laboratory technician ,2,married,2342.59,6090.75,1,no,13,3.0,3,Unknown,0,12.0,6,2.0,12,1,7,28111.08,N
47,No,Unknown,1032.4872861766066,1,1,Unknown,262,3,F,3,3, research director ,2,married,8339.32,21682.23,0,no,18,3.0,1,Part Time,2,14.0,3,1.0,13,5,12,100071.84,Y
52,No,non_travel,290.03550973654063,29,4,Unknown,263,1,M,3,1, sales representative ,4,divorced,2342.59,6090.75,2,Unknown,15,3.0,2,Part Time,2,16.0,3,Unknown,9,0,0,28111.13,Y
49,No,travel_frequently,556.2566609977324,8,1,Unknown,264,3,M,2,2, research scientist ,2,married,4492.84,11681.39,1,no,23,4.0,4,Part Time,1,10.0,3,3.0,10,1,7,53914.11,Y
33,No,travel_frequently,300.13492063492066,19,4,life sciences,265,19,F,3,1, research scientist ,3,married,2424.17,6302.83,1,Unknown,11,3.0,3,Full Time,0,Unknown,3,3.0,8,3,0,29090.0,Y
